Name,Accuracy,Precision,Recall,F1,Cost,Savings
CI-LogisticRegression,0.9992558510025049,0.8790322580645161,0.6606060606060606,0.754325259515571,31132.719999999994,-0.9582026616146555
CI-DecisionTree,0.9990357505947951,0.7062146892655368,0.7575757575757576,0.7309941520467836,40011.87,-1.5166882408661886
CI-RandomForest,0.999538837240989,0.9416058394160584,0.7818181818181819,0.8543046357615894,31533.31,-0.9833991881056345
CI-XGBoost,0.9995283562691932,0.910958904109589,0.806060606060606,0.855305466237942,32947.33,-1.0723389828802752
CST-CostSensitiveLogisticRegression,0.5558059343262307,0.0036448290457602407,0.9393939393939394,0.007261483685085849,8505398.549999999,-533.9771583948796
CST-CostSensitiveDecisionTreeClassifier,0.9982706396537087,0.0,0.0,0.0,15898.619999999999,0.0
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveRandomForestClassifier'>_majority_voting,0.9982706396537087,0.0,0.0,0.0,15898.619999999999,0.0
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveRandomForestClassifier'>_weighted_voting,0.9982706396537087,0.0,0.0,0.0,15898.619999999999,0.0
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveRandomForestClassifier'>_stacking,0.0017293603462913082,0.0017293603462913082,1.0,0.003452749644262158,19082200.0,-1199.242536773632
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveBaggingClassifier'>_majority_voting,0.9982706396537087,0.0,0.0,0.0,15898.619999999999,0.0
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveBaggingClassifier'>_weighted_voting,0.9982706396537087,0.0,0.0,0.0,15898.619999999999,0.0
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveBaggingClassifier'>_stacking,0.9982706396537087,0.0,0.0,0.0,15898.619999999999,0.0
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitivePastingClassifier'>_majority_voting,0.9982706396537087,0.0,0.0,0.0,15898.619999999999,0.0
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitivePastingClassifier'>_weighted_voting,0.9982706396537087,0.0,0.0,0.0,15898.619999999999,0.0
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitivePastingClassifier'>_stacking,0.0017293603462913082,0.0017293603462913082,1.0,0.003452749644262158,19082200.0,-1199.242536773632
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveRandomPatchesClassifier'>_majority_voting,0.9982706396537087,0.0,0.0,0.0,15898.619999999999,0.0
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveRandomPatchesClassifier'>_weighted_voting,0.9982706396537087,0.0,0.0,0.0,15898.619999999999,0.0
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveRandomPatchesClassifier'>_stacking,0.0017293603462913082,0.0017293603462913082,1.0,0.003452749644262158,19082200.0,-1199.242536773632
CI-LogisticRegression-TO,0.9990462315665909,0.9111111111111111,0.49696969696969695,0.6431372549019607,28092.83,-0.766998016180021
CI-DecisionTree-TO,0.9990357505947951,0.7062146892655368,0.7575757575757576,0.7309941520467836,40011.87,-1.5166882408661886
CI-RandomForest-TO,0.9989519028204296,0.9850746268656716,0.4,0.5689655172413793,25153.959999999995,-0.5821473813450473
CI-XGBoost-TO,0.9987737262999026,1.0,0.2909090909090909,0.45070422535211263,23175.820000000003,-0.45772526168937966
CI-LogisticRegression-BMR,0.998333525484483,0.75,0.05454545454545454,0.10169491525423728,13468.86,0.15282835868773503
CI-DecisionTree-BMR,0.9983544874280743,0.7857142857142857,0.06666666666666667,0.1229050279329609,12818.8,0.19371618417195957
CI-RandomForest-BMR,0.99843833520244,0.9444444444444444,0.10303030303030303,0.18579234972677594,11625.010000000002,0.2688038332886752
CI-XGBoost-BMR,0.9984068922870528,0.8823529411764706,0.09090909090909091,0.16483516483516483,11883.71,0.25253198076311023
