Accuracy,Cost,F1,Name,Precision,Recall,Savings
0.9990881554537737,10541.919999999998,0.6836363636363636,CI-LogisticRegression,0.8545454545454545,0.5696969696969697,0.3520551599345537
0.9990567125383866,7598.660000000001,0.71875,CI-DecisionTree,0.7419354838709677,0.696969696969697,0.5329586509467246
0.9994025846076449,8168.410000000001,0.7985865724381626,CI-RandomForest,0.9576271186440678,0.6848484848484848,0.4979397385828205
0.9993921036358491,7103.46,0.8027210884353743,CI-XGBoost,0.9147286821705426,0.7151515151515152,0.5633954484940793
0.6047939964993554,46885.75,0.0022227514487576407,CST-CostSensitiveLogisticRegression,0.001116249402009249,0.2545454545454545,-1.8817691450038043
0.9990357505947951,6728.65,0.691275167785235,CST-CostSensitiveDecisionTreeClassifier,0.7744360902255639,0.6242424242424243,0.5864326376877869
0.9991510412845479,8911.16,0.7326732673267325,CI-LogisticRegression-TO,0.8043478260869565,0.6727272727272727,0.45228761544409335
0.9990567125383866,7598.660000000001,0.71875,CI-DecisionTree-TO,0.7419354838709677,0.696969696969697,0.5329586509467246
0.9960486736330193,7005.0,0.4173106646058733,CI-RandomForest-TO,0.2800829875518672,0.8181818181818182,0.5694471590888138
0.9992558510025049,6700.21,0.7774294670846394,CI-XGBoost-TO,0.8051948051948052,0.7515151515151515,0.5881806637827924
0.9944870088354593,4977.079999999999,0.22189349112426035,CI-LogisticRegression-BMR,0.14677103718199608,0.45454545454545453,0.6940905162823345
0.9971910995587511,7712.399999999999,0.3266331658291457,CI-DecisionTree-BMR,0.27896995708154504,0.3939393939393939,0.5259677758396243
0.9970548469254069,6861.029999999999,0.332541567695962,CI-RandomForest-BMR,0.2734375,0.42424242424242425,0.578296080217434
0.9891521941914454,4741.38,0.12658227848101267,CI-XGBoost-BMR,0.07352941176470588,0.45454545454545453,0.7085774976674546
