Name,Accuracy,Precision,Recall,F1,Cost,Savings
CI-LogisticRegression,0.9990881554537737,0.8545454545454545,0.5696969696969697,0.6836363636363636,10541.919999999998,0.3520551599345537
CI-DecisionTree,0.9990567125383866,0.7419354838709677,0.696969696969697,0.71875,7598.660000000001,0.5329586509467246
CI-RandomForest,0.9994025846076449,0.9576271186440678,0.6848484848484848,0.7985865724381626,8168.410000000001,0.4979397385828205
CI-XGBoost,0.9993921036358491,0.9147286821705426,0.7151515151515152,0.8027210884353743,7103.46,0.5633954484940793
CST-CostSensitiveLogisticRegression,0.605339007032732,0.003206827096363829,0.7333333333333333,0.00638572974114046,42586.579999999994,-1.6175264816119204
CST-CostSensitiveDecisionTreeClassifier,0.9990357505947951,0.7744360902255639,0.6242424242424243,0.691275167785235,6728.65,0.5864326376877869
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveRandomForestClassifier'>_majority_voting,0.9991720032281393,0.8583333333333333,0.6242424242424243,0.7228070175438598,8038.41,0.505930012575462
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveRandomForestClassifier'>_weighted_voting,0.9991720032281393,0.8412698412698413,0.6424242424242425,0.7285223367697595,7057.84,0.5661994200290354
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveRandomForestClassifier'>_stacking,0.9988366121306768,0.8292682926829268,0.4121212121212121,0.5506072874493928,10766.729999999998,0.33823751765543253
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveBaggingClassifier'>_majority_voting,0.9991195983691608,0.8521739130434782,0.593939393939394,0.7,8078.429999999999,0.5034702374586504
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveBaggingClassifier'>_weighted_voting,0.9991195983691608,0.8347107438016529,0.6121212121212121,0.7062937062937064,7036.51,0.5675104396002897
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveBaggingClassifier'>_stacking,0.9982706396537087,0.0,0.0,0.0,16269.780000000002,0.0
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitivePastingClassifier'>_majority_voting,0.9991091173973651,0.8278688524590164,0.6121212121212121,0.7038327526132404,7036.839999999999,0.5674901565970776
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitivePastingClassifier'>_weighted_voting,0.9990986364255694,0.816,0.6181818181818182,0.7034482758620689,7048.95,0.56674583184284
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitivePastingClassifier'>_stacking,0.0017293603462913082,0.0017293603462913082,1.0,0.003452749644262158,95411.0,-4.864307937784038
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveRandomPatchesClassifier'>_majority_voting,0.9990567125383866,0.8260869565217391,0.5757575757575758,0.6785714285714286,8038.66,0.5059146466639377
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveRandomPatchesClassifier'>_weighted_voting,0.9991195983691608,0.8292682926829268,0.6181818181818182,0.7083333333333334,8146.479999999999,0.4992876363417331
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveRandomPatchesClassifier'>_stacking,0.0017293603462913082,0.0017293603462913082,1.0,0.003452749644262158,95411.0,-4.864307937784038
CI-LogisticRegression-TO,0.9991510412845479,0.8043478260869565,0.6727272727272727,0.7326732673267325,8911.16,0.45228761544409335
CI-DecisionTree-TO,0.9990567125383866,0.7419354838709677,0.696969696969697,0.71875,7598.660000000001,0.5329586509467246
CI-RandomForest-TO,0.9960486736330193,0.2800829875518672,0.8181818181818182,0.4173106646058733,7005.0,0.5694471590888138
CI-XGBoost-TO,0.9992558510025049,0.8051948051948052,0.7515151515151515,0.7774294670846394,6700.21,0.5881806637827924
CI-LogisticRegression-BMR,0.9944870088354593,0.14677103718199608,0.45454545454545453,0.22189349112426035,4977.079999999999,0.6940905162823345
CI-DecisionTree-BMR,0.9971910995587511,0.27896995708154504,0.3939393939393939,0.3266331658291457,7712.399999999999,0.5259677758396243
CI-RandomForest-BMR,0.9970548469254069,0.2734375,0.42424242424242425,0.332541567695962,6861.029999999999,0.578296080217434
CI-XGBoost-BMR,0.9891521941914454,0.07352941176470588,0.45454545454545453,0.12658227848101267,4741.38,0.7085774976674546
