Name,Accuracy,Precision,Recall,F1,Cost,Savings
CI-LogisticRegression,0.9991300793409565,0.853448275862069,0.6,0.7046263345195729,5903.95,0.6121069132804575
CI-DecisionTree,0.9990881554537737,0.7407407407407407,0.7272727272727273,0.7339449541284404,4629.94,0.6958101410197786
CI-RandomForest,0.9994759514102147,0.9457364341085271,0.7393939393939394,0.8299319727891156,2705.33,0.8222581823533431
CI-XGBoost,0.9994759514102147,0.9457364341085271,0.7393939393939394,0.8299319727891156,2884.71,0.8104728078336145
CST-CostSensitiveLogisticRegression,0.2789615453144816,0.002017182330063273,0.8424242424242424,0.004024727462250083,75106.06,-3.9345135790010355
CST-CostSensitiveDecisionTreeClassifier,0.999182484199935,0.8536585365853658,0.6363636363636364,0.7291666666666666,5055.69,0.6678381084533027
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveRandomForestClassifier'>_majority_voting,0.9992558510025049,0.9051724137931034,0.6363636363636364,0.7473309608540923,4276.39,0.7190385899073358
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveRandomForestClassifier'>_weighted_voting,0.999182484199935,0.8782608695652174,0.6121212121212121,0.7214285714285713,4897.599999999999,0.678224717093195
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveRandomForestClassifier'>_stacking,0.9982391967383216,0.0,0.0,0.0,15223.56,-0.0001971018149136139
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveBaggingClassifier'>_majority_voting,0.9991720032281393,0.8981481481481481,0.5878787878787879,0.7106227106227107,5214.570000000001,0.6573995963354831
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveBaggingClassifier'>_weighted_voting,0.9992558510025049,0.8983050847457628,0.6424242424242425,0.7491166077738517,5290.740000000001,0.652395181254829
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveBaggingClassifier'>_stacking,0.9982706396537087,0.0,0.0,0.0,15220.56,0.0
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitivePastingClassifier'>_majority_voting,0.9992663319743007,0.8925619834710744,0.6545454545454545,0.7552447552447552,5204.830000000001,0.6580395202279021
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitivePastingClassifier'>_weighted_voting,0.9992663319743007,0.8925619834710744,0.6545454545454545,0.7552447552447552,4438.150000000001,0.7084108600471992
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitivePastingClassifier'>_stacking,0.0017293603462913082,0.0017293603462913082,1.0,0.003452749644262158,95411.0,-5.268560420904356
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveRandomPatchesClassifier'>_majority_voting,0.9992453700307092,0.9043478260869565,0.6303030303030303,0.7428571428571429,5009.670000000001,0.6708616502940759
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveRandomPatchesClassifier'>_weighted_voting,0.9992768129460964,0.8809523809523809,0.6727272727272727,0.7628865979381443,4011.16,0.7364643613638394
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveRandomPatchesClassifier'>_stacking,0.0017293603462913082,0.0017293603462913082,1.0,0.003452749644262158,95411.0,-5.268560420904356
CI-LogisticRegression-TO,0.9992348890589136,0.7948717948717948,0.7515151515151515,0.7725856697819314,3094.17,0.7967111591163532
CI-DecisionTree-TO,0.9990881554537737,0.7407407407407407,0.7272727272727273,0.7339449541284404,4629.94,0.6958101410197786
CI-RandomForest-TO,0.9955560679586212,0.26238532110091745,0.8666666666666667,0.4028169014084507,2315.4100000000003,0.8478761622437019
CI-XGBoost-TO,0.9828740920858182,0.08385269121813031,0.896969696969697,0.15336787564766838,3038.12,0.8003936780249873
CI-LogisticRegression-BMR,0.9956818396201695,0.19951338199513383,0.49696969696969695,0.28472222222222227,2018.82,0.8673623046721014
CI-DecisionTree-BMR,0.9966775319407616,0.2361111111111111,0.4121212121212121,0.30022075055187636,4795.039999999999,0.6849629711390384
CI-RandomForest-BMR,0.9969814801228369,0.28719723183391005,0.503030303030303,0.3656387665198238,2110.59,0.861332960153897
CI-XGBoost-BMR,0.9882298686734234,0.07308377896613191,0.49696969696969695,0.12742812742812745,2844.7099999999996,0.8131008320324613
