Name,Accuracy,Precision,Recall,F1,Cost,Savings
CI-LogisticRegression,0.9992558510025049,0.9272727272727272,0.6181818181818182,0.7418181818181818,8369.900000000001,0.5168506831420435
CI-DecisionTree,0.9991091173973651,0.7352941176470589,0.7575757575757576,0.746268656716418,4822.46,0.7216253175575789
CI-RandomForest,0.999538837240989,0.9416058394160584,0.7818181818181819,0.8543046357615894,3913.3,0.7741062352405357
CI-XGBoost,0.9995702801563761,0.9133333333333333,0.8303030303030303,0.8698412698412699,3206.1899999999996,0.8149238929716232
CST-CostSensitiveLogisticRegression,0.44208739034283256,0.0012968949703029847,0.41818181818181815,0.0025857707658003713,66781.86000000002,-2.8549576503307916
CST-CostSensitiveDecisionTreeClassifier,0.9992453700307092,0.8251748251748252,0.7151515151515152,0.7662337662337664,2867.79,0.8344579051849987
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveRandomForestClassifier'>_majority_voting,0.9993501797486662,0.8872180451127819,0.7151515151515152,0.7919463087248322,3339.0099999999998,0.807256908627118
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveRandomForestClassifier'>_weighted_voting,0.9992453700307092,0.8907563025210085,0.6424242424242425,0.7464788732394366,4603.829999999999,0.7342456517485078
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveRandomForestClassifier'>_stacking,0.9982706396537087,0.0,0.0,0.0,17323.63,0.0
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveBaggingClassifier'>_majority_voting,0.9991615222563436,0.8828828828828829,0.593939393939394,0.7101449275362318,5965.15,0.6556639688102321
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveBaggingClassifier'>_weighted_voting,0.9992348890589136,0.8770491803278688,0.6484848484848484,0.7456445993031359,4275.6900000000005,0.7531874093362649
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveBaggingClassifier'>_stacking,0.9982706396537087,0.0,0.0,0.0,17323.63,0.0
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitivePastingClassifier'>_majority_voting,0.9992244080871179,0.8823529411764706,0.6363636363636364,0.73943661971831,4813.46,0.7221448391589984
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitivePastingClassifier'>_weighted_voting,0.9993501797486662,0.8872180451127819,0.7151515151515152,0.7919463087248322,3180.7899999999995,0.8163900983800739
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitivePastingClassifier'>_stacking,0.9981448679921602,0.3235294117647059,0.06666666666666667,0.11055276381909547,15933.520000000002,0.08024357481659439
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveRandomPatchesClassifier'>_majority_voting,0.9992244080871179,0.8760330578512396,0.6424242424242425,0.7412587412587414,5562.029999999999,0.6789339185840382
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveRandomPatchesClassifier'>_weighted_voting,0.9993501797486662,0.8992248062015504,0.703030303030303,0.7891156462585035,4480.65,0.7413561707332701
ECSDT-<class 'costcla.models.cost_ensemble.CostSensitiveRandomPatchesClassifier'>_stacking,0.9982706396537087,0.0,0.0,0.0,17323.63,0.0
CI-LogisticRegression-TO,0.9992558510025049,0.9051724137931034,0.6363636363636364,0.7473309608540923,7020.2,0.5947616059682642
CI-DecisionTree-TO,0.9991091173973651,0.7352941176470589,0.7575757575757576,0.746268656716418,4822.46,0.7216253175575789
CI-RandomForest-TO,0.9994340275230319,0.8245614035087719,0.8545454545454545,0.8392857142857144,2875.0699999999997,0.8340376699340728
CI-XGBoost-TO,0.995880978084288,0.2824427480916031,0.896969696969697,0.42960812772133533,2493.6499999999996,0.8560549954022338
CI-LogisticRegression-BMR,0.9930720776430391,0.12537764350453173,0.503030303030303,0.20072551390568322,2686.75,0.8449083708206652
CI-DecisionTree-BMR,0.9961220404355892,0.2028985507246377,0.42424242424242425,0.2745098039215686,5044.490000000001,0.7088087196505581
CI-RandomForest-BMR,0.9963002169561161,0.2344632768361582,0.503030303030303,0.3198458574181118,3107.7599999999998,0.8206057275524818
CI-XGBoost-BMR,0.9866682038758634,0.06588235294117648,0.509090909090909,0.11666666666666667,2678.8199999999997,0.8453661270761382
